Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Kiké","esESP","FW","Osasuna","esLa Liga","31","1989","20.7","336","510","65.9","4917","989","199","272","73.2","99","148","66.9","21","41","51.2","1","2.0","1.9","-1.0","21","22","15","5","36",
"Luca Kilian","deGER","FW","Mainz 05","deBundesliga","21","1999","0.0","0","1","0.0","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Luca Kilian","deGER","DF","Köln","deBundesliga","21","1999","25.3","1166","1390","83.9","24267","7586","303","347","87.3","702","763","92.0","149","248","60.1","0","0.1","0.3","-0.1","2","60","3","1","78",
"Max Kilman","engENG","DF","Wolves","engPremier League","24","1997","29.9","1313","1535","85.5","23958","8631","537","588","91.3","626","692","90.5","131","210","62.4","0","0.2","0.4","-0.2","3","98","3","0","95",
"Joshua Kimmich","deGER","MF","Bayern Munich","deBundesliga","26","1995","27.5","2177","2595","83.9","39188","13899","984","1080","91.1","893","999","89.4","250","406","61.6","9","8.7","10.6","+0.3","80","246","56","4","292",
"Presnel Kimpembe","frFRA","DF","Paris S-G","frLigue 1","25","1995","28.6","2154","2254","95.6","35854","13217","977","1014","96.4","1018","1045","97.4","112","131","85.5","0","0.1","0.7","-0.1","2","133","6","2","170",
"Joshua King","noNOR","FW","Watford","engPremier League","29","1992","25.0","369","519","71.1","4984","1028","227","290","78.3","109","153","71.2","13","18","72.2","3","3.8","2.3","-0.8","35","29","17","4","39",
"Jakub Kiwior","plPOL","MF","Spezia","itSerie A","21","2000","21.8","539","695","77.6","10040","2898","217","264","82.2","232","279","83.2","75","115","65.2","0","0.9","0.2","-0.9","8","40","3","1","48",
"Sofian Kiyine","maMAR","MF,FW","Venezia","itSerie A","23","1997","13.8","392","532","73.7","7832","2436","162","194","83.5","140","186","75.3","79","117","67.5","0","2.0","2.1","-2.0","19","44","22","3","62",
"Simon Kjær","dkDEN","DF","Milan","itSerie A","32","1989","8.9","404","463","87.3","8254","2970","130","142","91.5","213","225","94.7","57","80","71.3","0","0.3","0.6","-0.3","2","27","3","1","23",
"Kristoffer Klaesson","noNOR","GK","Leeds United","engPremier League","20","2000","0.4","9","11","81.8","219","164","2","2","100.0","5","5","100.0","2","4","50.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Philipp Klement","deGER","MF","Stuttgart","deBundesliga","28","1992","3.8","215","266","80.8","3814","1206","99","111","89.2","84","98","85.7","25","40","62.5","0","1.0","1.1","-1.0","8","27","5","0","28",
"Mateusz Klich","plPOL","MF","Leeds United","engPremier League","31","1990","23.0","800","1026","78.0","11259","3630","453","514","88.1","240","314","76.4","38","84","45.2","2","2.2","2.0","-0.2","31","72","23","3","105",
"Thibault Klidje","tgTOG","MF,FW","Bordeaux","frLigue 1","20","2001","1.0","25","36","69.4","399","66","11","12","91.7","10","17","58.8","2","5","40.0","0","0.7","0.2","-0.7","4","1","3","0","4",
"Mateo Klimowicz","deGER","MF,FW","Stuttgart","deBundesliga","21","2000","6.7","140","193","72.5","2099","583","75","90","83.3","47","58","81.0","10","16","62.5","1","0.4","0.6","+0.6","4","17","8","0","30",
"Fabian Klos","deGER","FW","Arminia","deBundesliga","33","1987","15.8","232","467","49.7","3453","1178","136","234","58.1","62","147","42.2","21","36","58.3","1","1.0","1.1","0.0","15","36","9","1","43",
"Lukas Klostermann","deGER","DF","RB Leipzig","deBundesliga","25","1996","18.3","944","1100","85.8","15274","5600","462","511","90.4","409","460","88.9","57","92","62.0","1","0.8","0.8","+0.2","4","51","10","0","70",
"Justin Kluivert","nlNED","MF","Nice","frLigue 1","22","1999","20.8","423","665","63.6","7267","2149","222","278","79.9","129","194","66.5","56","142","39.4","5","4.9","4.8","+0.1","35","27","24","12","56",
"Lukas Klünter","deGER","DF","Hertha BSC","deBundesliga","25","1996","2.2","67","96","69.8","1045","437","37","49","75.5","24","32","75.0","5","11","45.5","0","0.4","0.3","-0.4","2","3","5","2","10",
"Ansgar Knauff","deGER","FW,MF","Dortmund","deBundesliga","19","2002","1.3","18","36","50.0","216","35","13","21","61.9","3","7","42.9","1","4","25.0","0","0.1","0.1","-0.1","1","0","2","0","2",
"Ansgar Knauff","deGER","DF,MF","Eint Frankfurt","deBundesliga","19","2002","8.4","213","341","62.5","3252","1276","106","154","68.8","88","121","72.7","10","26","38.5","1","1.1","1.7","-0.1","10","19","5","3","32",
"Robin Knoche","deGER","DF","Union Berlin","deBundesliga","29","1992","33.0","1353","1725","78.4","29713","12137","318","374","85.0","774","905","85.5","243","403","60.3","0","0.2","0.5","-0.2","3","78","3","0","102",
"Gregor Kobel","chSUI","GK","Dortmund","deBundesliga","23","1997","28.5","840","1024","82.0","19421","12069","215","215","100.0","444","448","99.1","173","349","49.6","0","0.0","0.0","0.0","0","7","0","0","1",
"Robin Koch","deGER","MF,DF","Leeds United","engPremier League","25","1996","17.5","555","718","77.3","10037","3504","224","279","80.3","268","326","82.2","45","73","61.6","0","0.4","0.3","-0.4","5","47","6","0","52",
"Samuel Koeberlé","frFRA","FW","Reims","frLigue 1","16","2004","0.0","2","2","100.0","23","2","1","1","100.0","1","1","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Philippe Koffi","ciCIV","FW","Reims","frLigue 1","19","2002","4.2","46","74","62.2","632","86","26","37","70.3","13","21","61.9","2","4","50.0","0","0.2","0.3","-0.2","4","3","1","0","3",
"Dominik Kohr","deGER","MF","Mainz 05","deBundesliga","27","1994","17.9","621","840","73.9","9904","3316","318","389","81.7","239","315","75.9","45","79","57.0","3","1.2","1.2","+1.8","10","65","14","1","100",
"Koba Koindredi","frFRA","MF","Valencia","esLa Liga","19","2001","2.0","30","47","63.8","564","183","14","16","87.5","14","19","73.7","2","6","33.3","0","0.1","0.1","-0.1","2","3","3","0","5",
"Koke","esESP","MF","Atlético Madrid","esLa Liga","29","1992","27.9","1505","1772","84.9","23282","7036","814","869","93.7","504","576","87.5","112","196","57.1","2","1.5","1.9","+0.5","26","149","26","3","197",
"Aleksandr Kokorin","ruRUS","FW,MF","Fiorentina","itSerie A","30","1991","0.6","15","24","62.5","225","30","9","15","60.0","5","6","83.3","1","2","50.0","0","0.0","0.0","0.0","0","1","0","0","2",
"Aleksandar Kolarov","rsSRB","DF","Inter","itSerie A","35","1985","0.5","31","38","81.6","555","273","15","18","83.3","12","14","85.7","4","6","66.7","0","0.0","0.0","0.0","0","4","1","0","3",
"Sead Kolašinac","baBIH","DF","Arsenal","engPremier League","28","1993","1.0","13","16","81.3","215","49","5","6","83.3","7","9","77.8","0","0","","0","0.0","0.0","0.0","0","1","0","0","0",
"Sead Kolašinac","baBIH","DF","Marseille","frLigue 1","28","1993","4.9","195","251","77.7","2707","702","107","131","81.7","69","85","81.2","7","16","43.8","1","0.2","0.5","+0.8","4","10","4","0","13",
"Luca Koleosho","itITA","FW","Espanyol","esLa Liga","16","2004","0.0","1","1","100.0","13","5","1","1","100.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","1","0","1",
"Randal Kolo Muani","frFRA","FW,MF","Nantes","frLigue 1","22","1998","32.8","368","547","67.3","4703","778","226","287","78.7","101","154","65.6","10","21","47.6","4","4.4","3.3","-0.4","40","16","12","6","28",
"Timothée Kolodziejczak","frFRA","DF","Saint-Étienne","frLigue 1","29","1991","28.5","1230","1589","77.4","21368","8859","554","630","87.9","545","678","80.4","111","209","53.1","3","1.3","2.4","+1.7","22","68","18","10","102",
"Ghislain Konan","ciCIV","DF","Reims","frLigue 1","25","1995","26.9","978","1296","75.5","15988","6754","506","581","87.1","364","469","77.6","87","168","51.8","3","3.4","2.5","-0.4","31","64","24","12","109",
"Ibrahima Konaté","frFRA","DF","Liverpool","engPremier League","22","1999","11.0","663","754","87.9","12042","5092","237","257","92.2","379","410","92.4","38","67","56.7","0","0.0","0.2","0.0","0","47","5","0","51",
"Geoffrey Kondogbia","cfCTA","MF,DF","Atlético Madrid","esLa Liga","28","1993","20.9","854","999","85.5","14466","4061","413","459","90.0","305","345","88.4","92","123","74.8","2","0.9","0.7","+1.1","11","65","10","0","76",
"Ibrahima Koné","mlMLI","FW","Lorient","frLigue 1","22","1999","8.1","91","136","66.9","1149","282","60","76","78.9","24","37","64.9","1","7","14.3","1","1.8","0.8","-0.8","14","5","6","1","13",
"Manu Koné","frFRA","MF","Gladbach","deBundesliga","20","2001","24.3","978","1145","85.4","14537","5252","539","604","89.2","368","403","91.3","40","72","55.6","0","0.5","1.0","-0.5","12","87","10","1","109",
"Youssouf Koné","mlMLI","DF","Troyes","frLigue 1","26","1995","10.9","322","439","73.3","5882","2281","140","155","90.3","137","169","81.1","38","90","42.2","1","0.9","1.0","+0.1","8","27","11","5","38",
"Ezri Konsa","engENG","DF","Aston Villa","engPremier League","23","1997","27.5","875","1013","86.4","15392","5885","345","381","90.6","470","505","93.1","46","94","48.9","0","0.3","0.5","-0.3","4","30","0","0","45",
"Teun Koopmeiners","nlNED","MF","Atalanta","itSerie A","23","1998","23.6","1173","1485","79.0","21632","7362","510","578","88.2","492","575","85.6","132","249","53.0","1","5.3","5.3","-4.3","48","154","37","12","162",
"Laurent Koscielny","frFRA","DF","Bordeaux","frLigue 1","35","1985","10.4","494","552","89.5","10681","4527","133","140","95.0","276","288","95.8","81","112","72.3","1","0.2","0.4","+0.8","2","24","1","0","31",
"Odilon Kossounou","ciCIV","DF","Leverkusen","deBundesliga","20","2001","19.9","977","1182","82.7","18518","6759","359","400","89.8","493","561","87.9","108","174","62.1","1","1.1","0.2","-0.1","5","47","3","1","53",
"Filip Kostić","rsSRB","DF,FW","Eint Frankfurt","deBundesliga","28","1992","28.0","1007","1621","62.1","19966","7472","392","501","78.2","434","637","68.1","157","348","45.1","9","9.2","9.7","-0.2","87","80","53","43","101",
"Rominigue Kouamé","mlMLI","MF","Troyes","frLigue 1","24","1996","33.0","1365","1559","87.6","22231","5444","661","734","90.1","554","599","92.5","99","132","75.0","2","1.9","2.5","+0.1","20","143","21","3","170",
"Kalidou Koulibaly","snSEN","DF","Napoli","itSerie A","30","1991","26.7","1429","1652","86.5","25051","11180","630","688","91.6","634","683","92.8","131","219","59.8","1","1.3","0.4","-0.3","11","91","6","0","80",
"Jules Koundé","frFRA","DF","Sevilla","esLa Liga","22","1998","30.4","1894","2153","88.0","34950","12876","758","821","92.3","887","955","92.9","218","319","68.3","1","2.3","2.2","-1.3","17","121","13","5","168",
"Christos Kourfalidis","grGRE","MF,FW","Cagliari","itSerie A","18","2002","0.2","8","13","61.5","123","20","3","4","75.0","4","5","80.0","0","1","0.0","0","0.0","0.0","0.0","0","1","0","0","0",
"Boubakar Kouyaté","mlMLI","DF","Metz","frLigue 1","24","1997","29.6","938","1156","81.1","19115","6700","255","314","81.2","556","628","88.5","115","176","65.3","0","0.1","0.3","-0.1","2","32","2","0","47",
"Cheikhou Kouyaté","snSEN","MF","Crystal Palace","engPremier League","31","1989","21.9","656","804","81.6","10088","2834","338","390","86.7","253","308","82.1","36","58","62.1","1","0.8","1.0","+0.2","5","44","3","1","54",
"Mateo Kovačić","hrCRO","MF","Chelsea","engPremier League","27","1994","17.3","1061","1203","88.2","17022","4072","537","580","92.6","405","453","89.4","77","106","72.6","5","3.2","3.0","+1.8","27","127","23","1","135",
"Viktor Kovalenko","uaUKR","MF","Spezia","itSerie A","25","1996","14.7","455","597","76.2","7361","1947","228","274","83.2","173","208","83.2","37","69","53.6","3","1.4","1.0","+1.6","17","40","11","0","60",
"Emil Krafth","seSWE","DF","Newcastle Utd","engPremier League","26","1994","18.2","551","780","70.6","8120","3587","292","348","83.9","203","287","70.7","24","78","30.8","1","1.0","0.8","0.0","6","35","7","1","50",
"Alex Král","czCZE","MF","West Ham","engPremier League","23","1998","0.0","0","2","0.0","0","0","0","1","0.0","0","1","0.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Andrej Kramarić","hrCRO","FW,MF","Hoffenheim","deBundesliga","30","1991","30.1","829","1064","77.9","12200","2869","474","554","85.6","272","342","79.5","49","82","59.8","9","8.0","7.4","+1.0","41","66","42","10","134",
"Christoph Kramer","deGER","MF","Gladbach","deBundesliga","30","1991","8.3","372","473","78.6","5435","1954","206","242","85.1","133","163","81.6","16","29","55.2","0","0.3","0.5","-0.3","3","29","5","1","46",
"Jean-Philippe Krasso","ciCIV","FW","Saint-Étienne","frLigue 1","24","1997","5.0","65","106","61.3","881","252","37","56","66.1","17","26","65.4","5","10","50.0","1","0.6","0.3","+0.4","5","6","2","1","8",
"Julian Kristoffersen","noNOR","FW","Salernitana","itSerie A","24","1997","0.1","1","1","100.0","9","8","1","1","100.0","0","0","","0","0","","0","0.0","0.0","0.0","0","1","0","0","0",
"Toni Kroos","deGER","MF","Real Madrid","esLa Liga","31","1990","23.4","2068","2259","91.5","38606","12144","904","934","96.8","790","834","94.7","311","396","78.5","3","3.2","4.0","-0.2","51","278","32","2","277",
"Florian Krüger","deGER","FW,MF","Arminia","deBundesliga","22","1999","12.5","199","299","66.6","2707","736","113","138","81.9","55","83","66.3","11","27","40.7","2","1.3","1.6","+0.7","11","12","11","3","19",
"Tim Krul","nlNED","GK","Norwich City","engPremier League","33","1988","29.0","759","1073","70.7","21441","14060","104","105","99.0","370","382","96.9","284","583","48.7","0","0.6","0.5","-0.6","1","7","1","0","1",
"Rade Krunić","baBIH","MF,FW","Milan","itSerie A","27","1993","15.7","466","562","82.9","6609","1676","278","316","88.0","159","183","86.9","13","26","50.0","1","1.7","0.8","-0.7","17","32","15","1","48",
"Max Kruse","deGER","MF,FW","Wolfsburg","deBundesliga","33","1988","12.5","362","506","71.5","6087","1151","176","235","74.9","131","166","78.9","38","57","66.7","1","1.8","2.3","-0.8","16","25","18","5","49",
"Max Kruse","deGER","FW,MF","Union Berlin","deBundesliga","33","1988","14.1","349","496","70.4","6555","1844","140","178","78.7","148","188","78.7","50","97","51.5","4","4.1","2.9","-0.1","26","33","21","6","62",
"Lukas Kübler","deGER","DF,MF","Freiburg","deBundesliga","28","1992","25.9","898","1238","72.5","16352","5329","359","432","83.1","388","510","76.1","115","220","52.3","0","1.0","1.5","-1.0","14","71","21","8","89",
"Takefusa Kubo","jpJPN","FW,MF","Mallorca","esLa Liga","20","2001","17.8","349","504","69.2","5067","1876","197","238","82.8","106","152","69.7","25","49","51.0","0","3.0","2.8","-3.0","32","33","23","5","68",
"Juraj Kucka","skSVK","MF","Watford","engPremier League","34","1987","21.3","485","713","68.0","7757","2545","244","322","75.8","176","247","71.3","39","76","51.3","1","0.9","1.2","+0.1","10","41","7","4","60",
"Mykola Kukharevych","uaUKR","FW","Troyes","frLigue 1","20","2001","0.2","3","7","42.9","30","0","3","5","60.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Dejan Kulusevski","seSWE","MF,FW","Tottenham","engPremier League","21","2000","14.0","404","486","83.1","5431","1144","259","287","90.2","107","127","84.3","17","24","70.8","8","3.4","2.7","+4.6","25","15","24","5","35",
"Dejan Kulusevski","seSWE","FW,MF","Juventus","itSerie A","21","2000","8.6","194","243","79.8","2683","641","119","135","88.1","51","63","81.0","12","16","75.0","3","1.2","1.4","+1.8","10","17","12","2","24",
"Marash Kumbulla","alALB","DF","Roma","itSerie A","21","2000","11.4","544","633","85.9","10848","3587","171","196","87.2","306","329","93.0","62","87","71.3","0","0.1","0.1","-0.1","3","20","0","0","31",
"Fabian Kunze","deGER","MF","Arminia","deBundesliga","23","1998","14.0","371","498","74.5","6178","1921","188","234","80.3","137","178","77.0","33","56","58.9","0","0.3","0.6","-0.3","6","38","8","3","58",
"Enock Kwateng","frFRA","DF","Bordeaux","frLigue 1","24","1997","22.2","995","1223","81.4","15874","6753","543","615","88.3","348","424","82.1","77","127","60.6","0","1.8","1.5","-1.8","17","85","22","13","106",
"Grejohn Kyei","frFRA","FW","Clermont Foot","frLigue 1","25","1995","4.4","65","94","69.1","893","218","42","57","73.7","14","18","77.8","5","10","50.0","1","1.1","0.5","-0.1","11","5","2","0","7",
"Giorgos Kyriakopoulos","grGRE","DF,FW","Sassuolo","itSerie A","25","1996","21.9","1045","1282","81.5","16080","6013","550","598","92.0","390","459","85.0","68","156","43.6","5","4.5","2.7","+0.5","36","57","26","16","62",
"Andrea La Mantia","itITA","FW,MF","Empoli","itSerie A","30","1991","5.4","63","105","60.0","763","163","47","62","75.8","12","27","44.4","2","4","50.0","0","0.5","0.2","-0.5","8","5","1","0","7",
"Gaëtan Laborde","frFRA","FW","Montpellier","frLigue 1","27","1994","3.8","57","97","58.8","776","245","30","52","57.7","14","21","66.7","4","4","100.0","0","0.5","0.5","-0.5","4","2","2","0","7",
"Gaëtan Laborde","frFRA","FW","Rennes","frLigue 1","27","1994","30.3","424","663","64.0","5967","1337","260","346","75.1","123","207","59.4","20","32","62.5","8","5.1","4.4","+2.9","37","27","29","11","54",
"Alexandre Lacazette","frFRA","FW","Arsenal","engPremier League","30","1991","19.8","343","455","75.4","4595","1048","215","264","81.4","89","117","76.1","12","21","57.1","7","3.0","1.8","+4.0","29","30","19","1","52",
"Tom Lacoux","frFRA","DF,MF","Bordeaux","frLigue 1","19","2002","10.1","326","424","76.9","5320","1775","151","179","84.4","132","161","82.0","28","48","58.3","0","0.3","0.2","-0.3","3","16","0","0","27",
"Lenny Lacroix","frFRA","DF","Metz","frLigue 1","18","2003","2.2","53","78","67.9","1062","558","18","24","75.0","26","34","76.5","8","16","50.0","1","0.4","0.0","+0.6","2","4","0","0","4",
"Maxence Lacroix","frFRA","DF","Wolfsburg","deBundesliga","21","2000","27.7","1240","1538","80.6","25668","9563","353","421","83.8","716","794","90.2","163","269","60.6","0","0.9","1.1","-0.9","7","79","8","0","117",
"Alban Lafont","ciCIV","GK","Nantes","frLigue 1","22","1999","38.0","684","1114","61.4","22491","18197","86","87","98.9","296","301","98.3","301","722","41.7","0","0.0","0.1","0.0","0","22","0","0","0",
